	UF	televisao por assinatura	televisao com recepcao de sinal digital de tv abertaa	V02270	rede celular 3G ou 4G	conexao discada	banda larga	rendimento mensal domiciliar per capita
65503	3	3.0	3.0	0	4.0	4.0	2.0	4.0
65504	3	1.0	3.0	0	4.0	4.0	2.0	4.0
65505	3	1.0	1.0	1	2.0	4.0	4.0	3.0
65511	3	1.0	1.0	1	4.0	4.0	2.0	3.0
65512	3	3.0	1.0	2	4.0	4.0	2.0	5.0
65514	3	1.0	1.0	2	2.0	4.0	4.0	4.0
65515	3	3.0	1.0	2	4.0	4.0	2.0	4.0
65516	3	1.0	3.0	1	4.0	4.0	2.0	7.0
65518	3	1.0	1.0	1	4.0	4.0	2.0	5.0
65519	3	1.0	1.0	1	4.0	4.0	2.0	4.0
65522	3	3.0	3.0	0	4.0	4.0	2.0	4.0
65523	3	1.0	1.0	1	2.0	4.0	4.0	4.0
65524	3	3.0	1.0	1	4.0	4.0	2.0	3.0
65525	3	1.0	3.0	0	4.0	4.0	2.0	7.0
65528	3	1.0	1.0	2	2.0	4.0	4.0	4.0
65531	3	3.0	3.0	1	4.0	4.0	2.0	0.0
65534	3	3.0	5.0	1	4.0	4.0	2.0	3.0
65536	3	3.0	3.0	0	4.0	2.0	4.0	3.0
65539	3	1.0	3.0	0	4.0	4.0	2.0	3.0
65540	3	1.0	1.0	2	2.0	4.0	2.0	5.0
65543	3	1.0	3.0	1	4.0	4.0	2.0	4.0
65544	3	1.0	5.0	2	4.0	4.0	2.0	5.0
65545	3	3.0	3.0	2	4.0	4.0	2.0	4.0
65547	3	3.0	1.0	2	4.0	4.0	2.0	5.0
65549	3	3.0	3.0	1	4.0	4.0	2.0	5.0
65551	3	1.0	3.0	1	4.0	4.0	2.0	3.0
65556	3	3.0	1.0	1	2.0	4.0	2.0	4.0
65560	3	3.0	3.0	0	2.0	2.0	4.0	2.0
65568	3	3.0	3.0	0	2.0	4.0	4.0	3.0
65570	3	3.0	5.0	1	2.0	4.0	4.0	2.0
65571	3	3.0	5.0	0	2.0	4.0	4.0	3.0
65572	3	3.0	5.0	1	4.0	4.0	2.0	3.0
65575	3	3.0	1.0	0	4.0	4.0	2.0	2.0
65576	3	1.0	1.0	2	4.0	4.0	2.0	6.0
65577	3	1.0	1.0	3	4.0	4.0	2.0	7.0
65578	3	1.0	3.0	0	4.0	4.0	2.0	4.0
65580	3	3.0	3.0	0	4.0	4.0	2.0	7.0
65583	3	3.0	3.0	0	4.0	4.0	2.0	3.0
65585	3	1.0	3.0	0	4.0	4.0	2.0	3.0
65588	3	3.0	3.0	0	4.0	4.0	2.0	4.0
65590	3	3.0	3.0	1	4.0	4.0	2.0	3.0
65591	3	1.0	1.0	1	4.0	4.0	2.0	2.0
65595	3	1.0	1.0	2	2.0	4.0	2.0	4.0
65597	3	1.0	1.0	1	2.0	4.0	2.0	4.0
65600	3	1.0	1.0	2	2.0	4.0	2.0	4.0
65602	3	1.0	3.0	0	4.0	4.0	2.0	4.0
65603	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65610	3	3.0	3.0	0	4.0	4.0	2.0	2.0
65611	3	3.0	3.0	1	2.0	4.0	4.0	3.0
65618	3	3.0	3.0	1	4.0	4.0	2.0	4.0
65619	3	3.0	3.0	0	2.0	4.0	4.0	3.0
65620	3	1.0	3.0	0	2.0	4.0	2.0	4.0
65622	3	1.0	5.0	2	2.0	4.0	2.0	6.0
65623	3	1.0	1.0	1	2.0	4.0	2.0	6.0
65626	3	1.0	1.0	1	2.0	4.0	2.0	4.0
65627	3	1.0	1.0	2	4.0	4.0	2.0	4.0
65630	3	1.0	1.0	2	4.0	4.0	2.0	4.0
65632	3	1.0	5.0	1	4.0	4.0	2.0	4.0
65634	3	1.0	3.0	2	4.0	4.0	2.0	3.0
65635	3	1.0	1.0	2	2.0	4.0	2.0	4.0
65636	3	1.0	3.0	3	2.0	4.0	2.0	5.0
65639	3	3.0	3.0	0	4.0	4.0	2.0	4.0
65640	3	1.0	3.0	1	2.0	4.0	2.0	3.0
65641	3	1.0	3.0	1	2.0	4.0	4.0	4.0
65643	3	3.0	3.0	0	2.0	4.0	4.0	4.0
65647	3	1.0	3.0	0	2.0	4.0	2.0	3.0
65649	3	1.0	1.0	2	2.0	4.0	2.0	6.0
65650	3	1.0	1.0	2	4.0	4.0	2.0	7.0
65653	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65654	3	1.0	1.0	2	2.0	4.0	2.0	6.0
65655	3	3.0	3.0	0	4.0	4.0	2.0	7.0
65656	3	3.0	1.0	1	2.0	4.0	2.0	7.0
65659	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65661	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65662	3	1.0	1.0	2	4.0	4.0	2.0	5.0
65665	3	1.0	1.0	2	4.0	4.0	2.0	6.0
65666	3	1.0	1.0	1	4.0	4.0	2.0	6.0
65668	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65670	3	1.0	1.0	1	2.0	4.0	4.0	99.0
65671	3	3.0	3.0	1	2.0	4.0	2.0	4.0
65672	3	1.0	1.0	1	4.0	4.0	2.0	4.0
65674	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65675	3	3.0	1.0	2	4.0	4.0	2.0	6.0
65677	3	1.0	1.0	1	2.0	4.0	4.0	5.0
65680	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65681	3	1.0	1.0	2	2.0	4.0	2.0	6.0
65682	3	1.0	3.0	0	2.0	4.0	2.0	5.0
65684	3	1.0	1.0	1	2.0	4.0	2.0	4.0
65685	3	3.0	3.0	0	2.0	4.0	2.0	7.0
65687	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65688	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65690	3	3.0	1.0	1	2.0	4.0	2.0	7.0
65692	3	1.0	1.0	2	2.0	4.0	2.0	4.0
65694	3	1.0	1.0	2	2.0	4.0	2.0	4.0
65695	3	1.0	1.0	4	2.0	4.0	2.0	7.0
65696	3	3.0	1.0	1	2.0	4.0	4.0	7.0
65697	3	3.0	3.0	1	2.0	4.0	2.0	4.0
65698	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65699	3	1.0	3.0	0	4.0	4.0	2.0	6.0
65700	3	1.0	1.0	3	2.0	4.0	2.0	6.0
65701	3	1.0	1.0	1	2.0	4.0	2.0	5.0
65702	3	1.0	1.0	4	2.0	4.0	2.0	7.0
65703	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65704	3	1.0	1.0	2	2.0	4.0	2.0	6.0
65705	3	1.0	1.0	2	2.0	4.0	2.0	99.0
65706	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65708	3	1.0	3.0	1	2.0	4.0	2.0	7.0
65709	3	1.0	1.0	5	2.0	4.0	2.0	99.0
65712	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65713	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65714	3	1.0	3.0	4	2.0	4.0	2.0	5.0
65715	3	1.0	5.0	2	2.0	4.0	2.0	7.0
65716	3	1.0	1.0	3	4.0	4.0	2.0	6.0
65717	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65718	3	1.0	1.0	2	2.0	4.0	4.0	5.0
65719	3	3.0	3.0	0	2.0	4.0	4.0	2.0
65721	3	1.0	1.0	1	2.0	4.0	2.0	3.0
65722	3	1.0	1.0	1	2.0	4.0	2.0	3.0
65723	3	1.0	1.0	1	2.0	4.0	4.0	3.0
65724	3	1.0	1.0	2	2.0	4.0	4.0	3.0
65725	3	3.0	1.0	1	2.0	4.0	2.0	5.0
65726	3	1.0	3.0	0	2.0	4.0	4.0	99.0
65727	3	1.0	3.0	0	2.0	4.0	4.0	2.0
65728	3	1.0	3.0	0	2.0	4.0	4.0	2.0
65729	3	1.0	1.0	1	2.0	4.0	4.0	2.0
65730	3	1.0	1.0	2	2.0	4.0	2.0	3.0
65731	3	3.0	3.0	0	2.0	4.0	4.0	4.0
65735	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65736	3	1.0	1.0	1	4.0	4.0	2.0	4.0
65738	3	1.0	1.0	1	2.0	4.0	2.0	99.0
65739	3	1.0	1.0	1	4.0	4.0	2.0	99.0
65740	3	1.0	1.0	1	2.0	4.0	2.0	5.0
65741	3	1.0	1.0	2	4.0	4.0	2.0	6.0
65743	3	1.0	1.0	2	2.0	4.0	4.0	7.0
65744	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65745	3	3.0	5.0	1	2.0	4.0	4.0	7.0
65746	3	1.0	1.0	2	4.0	4.0	2.0	7.0
65747	3	1.0	3.0	0	4.0	4.0	2.0	4.0
65748	3	1.0	1.0	1	4.0	4.0	2.0	99.0
65750	3	1.0	1.0	0	4.0	4.0	2.0	6.0
65753	3	3.0	1.0	1	2.0	4.0	2.0	6.0
65754	3	3.0	1.0	1	4.0	2.0	4.0	3.0
65758	3	3.0	3.0	0	2.0	4.0	2.0	6.0
65760	3	1.0	1.0	1	2.0	4.0	2.0	4.0
65761	3	1.0	3.0	0	2.0	4.0	2.0	5.0
65762	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65763	3	1.0	1.0	1	4.0	4.0	2.0	4.0
65764	3	3.0	1.0	2	2.0	4.0	2.0	7.0
65766	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65769	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65770	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65772	3	3.0	3.0	0	2.0	4.0	2.0	5.0
65773	3	1.0	1.0	3	2.0	4.0	4.0	99.0
65775	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65780	3	1.0	1.0	2	2.0	4.0	4.0	7.0
65781	3	3.0	3.0	2	2.0	4.0	4.0	5.0
65782	3	1.0	1.0	2	2.0	4.0	2.0	99.0
65783	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65784	3	1.0	3.0	3	4.0	4.0	2.0	6.0
65785	3	1.0	1.0	3	2.0	4.0	2.0	4.0
65786	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65787	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65788	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65790	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65791	3	1.0	5.0	2	2.0	4.0	2.0	7.0
65792	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65793	3	3.0	1.0	1	2.0	4.0	2.0	7.0
65795	3	1.0	3.0	1	2.0	4.0	2.0	7.0
65798	3	1.0	3.0	0	4.0	4.0	2.0	5.0
65799	3	1.0	1.0	3	2.0	4.0	2.0	99.0
65807	3	1.0	5.0	2	2.0	4.0	2.0	7.0
65808	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65810	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65811	3	1.0	1.0	4	2.0	4.0	2.0	7.0
65815	3	3.0	1.0	2	4.0	4.0	2.0	7.0
65816	3	1.0	1.0	5	2.0	4.0	2.0	7.0
65817	3	1.0	1.0	3	2.0	4.0	2.0	99.0
65818	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65819	3	1.0	1.0	4	2.0	4.0	2.0	99.0
65820	3	3.0	3.0	0	4.0	4.0	2.0	5.0
65822	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65823	3	1.0	1.0	1	2.0	4.0	4.0	7.0
65824	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65825	3	1.0	1.0	1	2.0	4.0	2.0	6.0
65827	3	1.0	3.0	2	2.0	4.0	2.0	7.0
65829	3	1.0	1.0	2	2.0	4.0	2.0	99.0
65830	3	1.0	1.0	1	2.0	4.0	2.0	99.0
65831	3	3.0	3.0	1	2.0	4.0	4.0	2.0
65837	3	1.0	1.0	1	2.0	4.0	2.0	5.0
65840	3	3.0	1.0	2	4.0	4.0	2.0	4.0
65841	3	3.0	3.0	0	2.0	4.0	4.0	2.0
65843	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65844	3	1.0	3.0	0	2.0	4.0	2.0	7.0
65845	3	3.0	1.0	2	2.0	4.0	2.0	6.0
65847	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65849	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65850	3	1.0	3.0	2	2.0	4.0	2.0	4.0
65851	3	1.0	1.0	2	4.0	4.0	2.0	4.0
65852	3	1.0	1.0	3	2.0	4.0	2.0	5.0
65853	3	1.0	1.0	3	2.0	4.0	2.0	5.0
65854	3	3.0	3.0	0	2.0	4.0	2.0	7.0
65855	3	1.0	1.0	2	4.0	4.0	2.0	7.0
65857	3	1.0	1.0	2	2.0	4.0	2.0	6.0
65858	3	1.0	1.0	4	2.0	4.0	2.0	6.0
65861	3	1.0	1.0	4	2.0	4.0	2.0	7.0
65862	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65863	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65864	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65865	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65867	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65868	3	1.0	1.0	3	2.0	4.0	2.0	6.0
65869	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65871	3	1.0	1.0	3	2.0	4.0	2.0	6.0
65872	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65873	3	1.0	1.0	4	2.0	4.0	2.0	7.0
65876	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65878	3	1.0	1.0	1	2.0	4.0	2.0	6.0
65881	3	3.0	1.0	3	2.0	4.0	2.0	99.0
65882	3	3.0	1.0	1	2.0	4.0	2.0	7.0
65883	3	1.0	1.0	3	2.0	4.0	2.0	6.0
65886	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65888	3	1.0	1.0	5	2.0	4.0	2.0	6.0
65889	3	1.0	3.0	0	4.0	4.0	2.0	5.0
65890	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65891	3	1.0	1.0	2	4.0	4.0	2.0	6.0
65892	3	1.0	1.0	4	2.0	4.0	2.0	99.0
65895	3	3.0	1.0	2	2.0	4.0	2.0	7.0
65898	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65902	3	1.0	1.0	0	2.0	4.0	2.0	4.0
65904	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65905	3	1.0	5.0	1	2.0	4.0	2.0	99.0
65906	3	1.0	1.0	2	2.0	2.0	2.0	2.0
65907	3	1.0	1.0	3	2.0	4.0	2.0	6.0
65908	3	1.0	5.0	3	2.0	4.0	2.0	7.0
65909	3	1.0	1.0	3	4.0	4.0	2.0	99.0
65910	3	1.0	3.0	2	4.0	4.0	2.0	99.0
65911	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65913	3	1.0	1.0	1	2.0	4.0	2.0	5.0
65914	3	1.0	3.0	2	2.0	4.0	2.0	7.0
65915	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65917	3	1.0	1.0	1	2.0	4.0	2.0	7.0
65918	3	1.0	1.0	2	4.0	4.0	2.0	6.0
65919	3	1.0	1.0	2	4.0	4.0	2.0	5.0
65920	3	1.0	1.0	2	2.0	4.0	2.0	6.0
65925	3	1.0	1.0	3	4.0	4.0	2.0	7.0
65927	3	1.0	1.0	1	2.0	4.0	2.0	6.0
65930	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65931	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65932	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65933	3	1.0	1.0	4	2.0	4.0	2.0	7.0
65934	3	1.0	1.0	1	2.0	4.0	2.0	6.0
65938	3	1.0	1.0	5	2.0	4.0	2.0	5.0
65939	3	1.0	5.0	3	2.0	4.0	2.0	7.0
65940	3	1.0	1.0	3	2.0	4.0	2.0	7.0
65941	3	1.0	1.0	6	2.0	4.0	2.0	7.0
65942	3	1.0	1.0	6	2.0	4.0	2.0	99.0
65943	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65944	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65948	3	1.0	1.0	2	2.0	4.0	2.0	3.0
65949	3	1.0	3.0	0	2.0	4.0	2.0	4.0
65950	3	1.0	3.0	0	2.0	4.0	2.0	4.0
65951	3	3.0	1.0	1	2.0	4.0	2.0	3.0
65952	3	1.0	1.0	1	2.0	4.0	2.0	5.0
65953	3	3.0	3.0	1	2.0	4.0	2.0	5.0
65955	3	3.0	3.0	0	4.0	4.0	2.0	4.0
65956	3	3.0	3.0	1	2.0	4.0	4.0	3.0
65960	3	1.0	1.0	1	4.0	4.0	2.0	5.0
65961	3	1.0	1.0	1	2.0	4.0	2.0	3.0
65962	3	1.0	1.0	1	4.0	4.0	2.0	6.0
65963	3	1.0	1.0	3	2.0	4.0	2.0	6.0
65964	3	3.0	1.0	1	2.0	4.0	2.0	4.0
65965	3	1.0	1.0	2	2.0	4.0	2.0	6.0
65966	3	1.0	1.0	2	2.0	4.0	2.0	3.0
65968	3	1.0	1.0	1	2.0	4.0	2.0	99.0
65969	3	1.0	1.0	1	2.0	4.0	2.0	6.0
65970	3	3.0	1.0	2	2.0	4.0	2.0	7.0
65971	3	1.0	1.0	1	2.0	4.0	2.0	5.0
65972	3	1.0	1.0	3	2.0	4.0	2.0	6.0
65974	3	3.0	1.0	2	2.0	4.0	2.0	6.0
65975	3	1.0	5.0	2	2.0	4.0	2.0	6.0
65976	3	1.0	1.0	0	4.0	4.0	2.0	4.0
65977	3	3.0	5.0	1	4.0	4.0	2.0	4.0
65978	3	1.0	1.0	1	2.0	4.0	2.0	5.0
65980	3	1.0	1.0	1	2.0	4.0	2.0	5.0
65981	3	1.0	5.0	1	2.0	4.0	2.0	7.0
65982	3	3.0	3.0	0	2.0	4.0	2.0	4.0
65983	3	1.0	1.0	2	2.0	4.0	2.0	7.0
65985	3	3.0	1.0	2	2.0	4.0	2.0	6.0
65986	3	3.0	1.0	1	2.0	4.0	4.0	7.0
65987	3	1.0	1.0	2	2.0	4.0	2.0	5.0
65990	3	3.0	1.0	1	4.0	4.0	2.0	6.0
65991	3	1.0	1.0	4	2.0	4.0	2.0	4.0
65992	3	1.0	3.0	1	4.0	4.0	2.0	4.0
65993	3	1.0	1.0	1	2.0	4.0	4.0	3.0
65994	3	1.0	1.0	2	4.0	4.0	2.0	4.0
65995	3	1.0	1.0	4	2.0	4.0	2.0	5.0
65996	3	1.0	1.0	1	4.0	4.0	2.0	7.0
65997	3	1.0	1.0	3	2.0	4.0	2.0	3.0
65998	3	1.0	3.0	2	4.0	4.0	2.0	4.0
65999	3	3.0	3.0	0	2.0	4.0	4.0	5.0
66000	3	3.0	1.0	1	4.0	4.0	2.0	4.0
66001	3	1.0	3.0	0	4.0	4.0	2.0	2.0
66002	3	1.0	1.0	3	4.0	4.0	2.0	7.0
66006	3	1.0	1.0	2	4.0	4.0	2.0	7.0
66009	3	3.0	1.0	1	2.0	4.0	2.0	6.0
66010	3	3.0	3.0	1	2.0	4.0	4.0	5.0
66012	3	1.0	1.0	3	4.0	4.0	2.0	5.0
66014	3	1.0	1.0	3	2.0	4.0	2.0	6.0
66015	3	1.0	1.0	1	2.0	4.0	2.0	5.0
66016	3	3.0	3.0	0	2.0	4.0	4.0	3.0
66018	3	1.0	1.0	1	4.0	4.0	2.0	4.0
66019	3	3.0	3.0	0	2.0	4.0	2.0	3.0
66020	3	3.0	3.0	1	2.0	4.0	4.0	5.0
66021	3	1.0	1.0	1	2.0	4.0	2.0	6.0
66024	3	1.0	3.0	1	2.0	4.0	2.0	99.0
66025	3	3.0	1.0	1	2.0	4.0	4.0	2.0
66027	3	3.0	1.0	1	2.0	4.0	4.0	4.0
66028	3	1.0	5.0	1	4.0	4.0	2.0	4.0
66032	3	1.0	1.0	2	4.0	4.0	2.0	6.0
66033	3	1.0	1.0	2	2.0	4.0	4.0	7.0
66035	3	1.0	3.0	1	4.0	4.0	2.0	3.0
66036	3	1.0	3.0	2	4.0	4.0	2.0	99.0
66037	3	1.0	1.0	1	4.0	4.0	2.0	4.0
66038	3	1.0	3.0	2	4.0	4.0	2.0	7.0
66039	3	1.0	1.0	1	4.0	4.0	2.0	7.0
66040	3	1.0	3.0	1	4.0	4.0	2.0	99.0
66042	3	3.0	1.0	1	4.0	4.0	2.0	4.0
66043	3	1.0	1.0	3	4.0	4.0	2.0	6.0
66047	3	1.0	1.0	1	2.0	4.0	2.0	4.0
66048	3	3.0	1.0	1	2.0	4.0	2.0	4.0
66049	3	3.0	1.0	1	2.0	4.0	2.0	4.0
66050	3	1.0	1.0	2	2.0	4.0	2.0	3.0
66052	3	1.0	1.0	1	2.0	4.0	4.0	4.0
66055	3	1.0	1.0	2	4.0	4.0	2.0	2.0
66057	3	3.0	1.0	2	2.0	4.0	2.0	5.0
66058	3	3.0	3.0	0	4.0	4.0	2.0	3.0
66059	3	1.0	1.0	2	2.0	4.0	2.0	6.0
66060	3	1.0	1.0	2	2.0	4.0	2.0	7.0
66061	3	1.0	1.0	2	2.0	4.0	2.0	99.0
66064	3	1.0	1.0	2	4.0	4.0	2.0	6.0
66065	3	1.0	1.0	2	2.0	4.0	2.0	7.0
66068	3	1.0	1.0	3	2.0	4.0	2.0	6.0
66070	3	3.0	3.0	0	4.0	4.0	2.0	7.0
66073	3	1.0	1.0	2	2.0	4.0	2.0	7.0
66074	3	1.0	1.0	1	2.0	4.0	2.0	7.0
66075	3	1.0	1.0	1	2.0	4.0	2.0	7.0
66076	3	1.0	1.0	1	4.0	4.0	2.0	7.0
66077	3	1.0	1.0	2	4.0	4.0	2.0	4.0
66078	3	1.0	1.0	1	4.0	4.0	2.0	4.0
66080	3	3.0	3.0	2	4.0	4.0	2.0	5.0
66081	3	1.0	1.0	2	4.0	4.0	2.0	6.0
66082	3	1.0	3.0	0	4.0	4.0	2.0	7.0
66083	3	1.0	1.0	2	4.0	4.0	2.0	5.0
66084	3	1.0	1.0	2	2.0	4.0	2.0	6.0
66085	3	1.0	1.0	2	4.0	4.0	2.0	6.0
66087	3	1.0	1.0	3	2.0	4.0	2.0	7.0
66088	3	1.0	1.0	1	2.0	4.0	2.0	6.0
66089	3	1.0	1.0	1	4.0	4.0	2.0	7.0
66090	3	1.0	1.0	1	2.0	4.0	2.0	6.0
66093	3	1.0	1.0	2	4.0	4.0	2.0	7.0
66094	3	1.0	1.0	3	4.0	4.0	2.0	7.0
66095	3	1.0	3.0	0	2.0	4.0	2.0	4.0
66096	3	1.0	1.0	1	4.0	4.0	2.0	4.0
66098	3	1.0	1.0	1	2.0	4.0	2.0	6.0
66099	3	1.0	1.0	1	4.0	4.0	2.0	4.0
66102	3	1.0	1.0	3	2.0	4.0	2.0	99.0
66103	3	1.0	1.0	3	2.0	4.0	2.0	6.0
66104	3	3.0	1.0	1	2.0	4.0	2.0	6.0
66105	3	1.0	1.0	2	2.0	4.0	2.0	6.0
66106	3	1.0	1.0	1	2.0	4.0	2.0	7.0
66108	3	1.0	1.0	1	4.0	4.0	2.0	4.0
66109	3	3.0	3.0	0	4.0	4.0	2.0	3.0
66116	3	3.0	3.0	1	4.0	4.0	2.0	4.0
66121	3	1.0	3.0	1	4.0	4.0	2.0	5.0
66123	3	1.0	1.0	1	4.0	4.0	2.0	5.0
66124	3	1.0	1.0	3	4.0	4.0	2.0	7.0
66125	3	1.0	5.0	1	4.0	4.0	2.0	2.0
66127	3	3.0	1.0	1	4.0	4.0	2.0	5.0
66129	3	1.0	1.0	1	2.0	4.0	2.0	6.0
66130	3	1.0	3.0	0	4.0	4.0	2.0	5.0
66131	3	3.0	1.0	1	4.0	4.0	2.0	4.0
66132	3	3.0	3.0	1	2.0	4.0	4.0	3.0
66133	3	3.0	3.0	0	2.0	4.0	4.0	6.0
66134	3	1.0	1.0	2	2.0	4.0	2.0	99.0
66135	3	1.0	1.0	2	4.0	4.0	2.0	6.0
66136	3	3.0	3.0	1	2.0	2.0	2.0	6.0
66137	3	1.0	1.0	1	2.0	4.0	4.0	4.0
66138	3	3.0	1.0	1	2.0	4.0	2.0	0.0
66139	3	1.0	1.0	2	4.0	4.0	2.0	4.0
66141	3	1.0	1.0	1	2.0	4.0	2.0	3.0
66142	3	1.0	1.0	3	4.0	4.0	2.0	2.0
66143	3	1.0	3.0	0	4.0	4.0	2.0	4.0
66145	3	1.0	1.0	3	2.0	4.0	2.0	5.0
66147	3	3.0	1.0	1	2.0	4.0	2.0	6.0
66149	3	3.0	1.0	2	2.0	4.0	4.0	7.0
66151	3	1.0	1.0	2	4.0	4.0	2.0	3.0
66154	3	3.0	1.0	2	2.0	4.0	4.0	4.0
66156	3	3.0	3.0	0	2.0	4.0	4.0	3.0
66160	3	3.0	3.0	0	2.0	4.0	4.0	3.0
66161	3	3.0	3.0	0	2.0	4.0	4.0	4.0
66165	3	1.0	1.0	1	2.0	4.0	4.0	3.0
66167	3	3.0	1.0	1	2.0	4.0	4.0	3.0
66168	3	3.0	1.0	2	2.0	4.0	4.0	3.0
66169	3	3.0	1.0	1	2.0	4.0	4.0	4.0
66174	3	3.0	1.0	1	2.0	4.0	4.0	3.0
66175	3	1.0	1.0	0	4.0	4.0	2.0	5.0
66176	3	1.0	1.0	2	2.0	4.0	2.0	6.0
66178	3	1.0	1.0	2	4.0	4.0	2.0	4.0
66180	3	1.0	1.0	1	4.0	4.0	2.0	4.0
66181	3	1.0	1.0	2	4.0	4.0	2.0	5.0
66183	3	1.0	3.0	2	4.0	4.0	2.0	4.0
66184	3	1.0	1.0	1	4.0	4.0	2.0	5.0
66186	3	1.0	1.0	2	2.0	4.0	4.0	7.0
66187	3	1.0	1.0	2	4.0	4.0	2.0	5.0
66188	3	1.0	3.0	0	2.0	4.0	2.0	3.0
66190	3	1.0	1.0	1	2.0	4.0	2.0	5.0
66192	3	1.0	3.0	0	2.0	4.0	2.0	5.0
66193	3	1.0	1.0	3	2.0	4.0	4.0	6.0
66194	3	3.0	1.0	1	4.0	4.0	2.0	7.0
66195	3	1.0	1.0	2	2.0	4.0	2.0	5.0
66196	3	1.0	1.0	1	4.0	4.0	2.0	5.0
66197	3	1.0	1.0	2	2.0	4.0	2.0	7.0
66199	3	3.0	1.0	1	2.0	4.0	2.0	5.0
66200	3	1.0	1.0	1	2.0	4.0	2.0	6.0
66201	3	1.0	1.0	6	2.0	4.0	2.0	7.0
66202	3	1.0	1.0	2	2.0	4.0	4.0	4.0
66203	3	1.0	1.0	2	2.0	4.0	2.0	6.0
66204	3	1.0	1.0	1	2.0	4.0	2.0	7.0
66205	3	1.0	1.0	2	2.0	4.0	2.0	6.0
66207	3	1.0	1.0	1	2.0	4.0	2.0	7.0
66208	3	1.0	1.0	2	2.0	4.0	2.0	99.0
66209	3	1.0	1.0	1	2.0	4.0	2.0	7.0
66210	3	3.0	5.0	1	4.0	4.0	2.0	7.0
66212	3	1.0	1.0	2	2.0	4.0	2.0	7.0
66213	3	3.0	1.0	1	2.0	4.0	2.0	4.0
66214	3	1.0	1.0	2	2.0	4.0	2.0	6.0
66216	3	1.0	1.0	1	2.0	4.0	2.0	4.0
66217	3	1.0	1.0	1	4.0	4.0	2.0	7.0
66218	3	1.0	1.0	1	4.0	4.0	2.0	4.0
66219	3	1.0	1.0	2	2.0	4.0	4.0	7.0
66220	3	1.0	1.0	2	4.0	4.0	2.0	4.0
66221	3	1.0	1.0	3	2.0	4.0	2.0	7.0
66222	3	1.0	1.0	2	4.0	4.0	2.0	4.0
66224	3	1.0	3.0	2	4.0	4.0	2.0	6.0
66226	3	1.0	1.0	1	2.0	4.0	2.0	5.0
66230	3	1.0	3.0	3	4.0	4.0	2.0	7.0
66231	3	1.0	3.0	0	4.0	4.0	2.0	7.0
66232	3	1.0	1.0	4	2.0	4.0	2.0	6.0
66233	3	1.0	1.0	2	2.0	4.0	2.0	7.0
